province;section;town;name;address;borough;startBoard;endBoard
2;5;5;ESC.MUNIC.ENS.ARTIST E IDIOMA;A. DEL VALLE Y RIVADAVIA 1467;46;1;6
2;5;5;ESCUELA EP N°1/ES N°6;ALEM 1016 E/25 DE MAYO Y SAN MARTIN;46;7;16
2;5;5;ESCUELA EP N°3/ES N°5;A. DEL VALLE Y BELGRANO 1700;46;17;23
2;5;5;ESCUELA EP N°6;AV.MIGUENS 807;46;24;27
2;5;5;ESCUELA EP N°4;AV.SOLANET 1301;46;28;34
2;5;5;ESCUELA EP N°7/ES N°4;MURGUIER 631;46;35;39
2;5;5;ESCUELA ES N°1;BELGRANO 720;46;40;46
2;5;5;ESCUELA EST N°1;AV.COLON 1480;46;47;49
2;5;5;ESCUELA EST N°1;AV.COLON 1480;48;50;50
2;5;5;ESCUELA EP N°3/ES N°5;A. DEL VALLE Y BELGRANO 1700;49;51;51
2;5;5;ESCUELA EP N°38/ES N°7;RTA.74 KM 80 PARAJE LA POSTA;50;52;52
2;5;5;ESCUELA EP N°38/ES N°7;PARAJE LA POSTA;51;53;53
2;5;5;ESCUELA EP N°32;ESTACION SOLANET;52;54;54
2;5;5;ESCUELA EP N°28;RUTA 50 EL BOQUERON;53;55;55
2;5;5;ESCUELA EST N°1;AV.COLON 1480;54;56;56
2;5;5;ESCUELA EP N°20;CUARTEL 13°;55;57;57
2;5;5;ESCUELA EP N°16;PJE.LA CONSTANCIA;56;58;58
2;5;5;ESCUELA EP N°36;RUTA 50-PARAJE LAS PAJAS;57;59;59
2;5;8;ESCUELA EP N°1;18 N°593;98;1;10
2;5;8;ESCUELA EP N°2;18 N°853;98;11;19
2;5;8;COLEGIO PARROQUIAL E.LAMARCA;20 N°572;98;24;28
2;5;8;ESCUELA EST N°1;31 N°928;98;29;30
2;5;8;ESCUELA DE EDUCACION ESTETICA;13 N°642;98;31;34
2;5;8;ESCUELA ES N°1;AV.FAVALORO RENE DR. 652;98;35;44
2;5;8;ESCUELA EP N°10;6 N°304;98;45;48
2;5;8;ESCUELA EP N°3;AV.VIRGEN DE LUJAN 1077;98;49;54
2;5;8;ESCUELA EP N°6;39 Y 40 S/N;98;55;59
2;5;8;ESCUELA EP N°13;21 N°924;98;60;69
2;5;8;ESCUELA EP N°9;7 ESQ.26 N°854;98;70;73
2;5;8;ESCUELA EP N°45/ES N°6;31 N°303;98;74;77
2;5;8;ESCUELA EP N°8/ES N°7;AV.EVA PERON Y 120 CTEL 1;98;78;81
2;5;8;INSTITUTO SANTA ROSA DE LIMA;20 N°519;98;82;83
2;5;8;ESCUELA EP N°16;CENTENARIO 1930;98;84;86
2;5;8;ESCUELA EP N°7;RUTA 55 KM.67.700;98;20;23
2;5;8;ESCUELA ES N°3;CALLE 32 N°1026;98;87;96
2;5;8;ESCUELA EP N°4;A DEL VALLE N°155;98;97;105
2;5;8;ESCUELA EP N°11;J.HERNANDEZ E/SAG.FAMILIA Y POTIN;99;106;107
2;5;8;ESCUELA EP N°12;RUTA 55 KM.79,6;100;108;108
2;5;8;ESCUELA EP N°19;CALLE 10 E/13 Y 15;101;109;110
2;5;8;ESCUELA EP N°27;RUTA 226 KM.78;102;111;111
2;5;8;ESCUELA EP N°21;RUTA 226 KM.90-SAN ALBERTO;103;112;112
2;5;8;ESCUELA EP N°26;QUIMELCAN S/N°;103A;113;113
2;5;8;ESCUELA EP N°27;RUTA 226 KM.78;104;114;114
2;5;23;ESCUELA EP N°1;AV.25 DE MAYO 285;185;5;8
2;5;23;ESCUELA ES N°1;SARMIENTO 85;185;9;17
2;5;23;ESCUELA EP N°13;ITUZAINGO 273;185;18;21
2;5;23;ESCUELA CRISTO REY;RIVADAVIA 324;185;1;4
2;5;23;ESCUELA EP N°2;PARAJE LA INDIA MUERTA-CTEL.7°;186;22;22
2;5;23;ESCUELA EP N°6;COLECTORA INT.MALAGAMBA S/N°;187;23;23
2;5;30;ESCUELA MUNICIPAL N°1;SAN MARTIN N°405;201;1;10
2;5;30;ESCUELA EST N°1;ESCRIBANO 352;201;11;18
2;5;30;ESCUELA ES N°1;WASHINGTON 72;201;19;25
2;5;30;ESCUELA EP N°2/ES N°5;FRANKLIN 166;201;26;34
2;5;30;ESCUELA EP N°5/ES N°4;LIBRES DEL SUR 527;201;35;40
2;5;30;ESCUELA EP N°17;MACHADO 246;201;41;44
2;5;30;ESCUELA NORMAL SUPERIOR N°3;AV.R. ALFONSION N°588;201;45;54
2;5;30;ESCUELA EP N°3;JULIAN QUINTANA Y SAN LORENZO;201;59;62
2;5;30;ESCUELA EP N°1;SAN MARTIN 77;201;63;70
2;5;30;ESCUELA EP N°8;AV.CAMPAÑA DEL DESIERTO S/N;201;55;58
2;5;30;ESCUELA SECUNDARIA MUNICIPAL;JULIAN QUINTANA 1167;201;71;74
2;5;30;ESCUELA ES N°3/EP N°5;AV.R.ALFONSIN 552;201;75;81
2;5;30;ESCUELA EP N°9/ES N°8;BAHIA BLANCA 118;202;82;83
2;5;30;ESCUELA MUNICIPAL EP N°2;ALVEAR 1160;203;84;92
2;5;30;ESCUELA EP N°21;BELGRANO CUARTEL 6°;204;93;93
2;5;30;ESCUELA EP N°19;RUTA KM 6;205;94;94
2;5;30;ESCUELA EP N°27;PJE.GIRIBONE;206;95;95
2;5;30;ESCUELA EP N°34;PJE. MANANTIALES;208;96;96
2;5;30;ESCUELA EP N°31;LAS NAZARENAS Y LA GUEYA;209;97;97
2;5;30;ESCUELA EP N°31;LAS NAZARENAS Y LA GUEYA;209A;98;98
2;5;33;ESCUELA EP N°1/ISFDYT N°26;MARQUEZ 51;282;3;13
2;5;33;ESCUELA EP N°4;MAR DEL PLATA 236;282;14;19
2;5;33;ESCUELA EP N°7;BUENOS AIRES 1280;282;20;25
2;5;33;ESCUELA EP N°10/EA N°702;PUEYRREDON 382;282;26;28
2;5;33;ESCUELA EP N°30;H.YRIGOYEN 152;282;29;34
2;5;33;ESCUELA NORMAL SUPERIOR;CRAMER 50;282;35;44
2;5;33;ESCUELA EST N°1;LAMADRID 341;282;45;50
2;5;33;ESCUELA ES N°3;CRAMER 450;282;51;57
2;5;33;INSTITUTO BERTONI;ARISTOBULO DEL VALLE 350;282;58;62
2;5;33;ESCUELA EP N°15;ARISTOBULO DEL VALLE 1297;282;1;2
2;5;33;ESCUELA EP N°5;SALTA 198;282;63;68
2;5;33;ESCUELA ES N°3;CRAMER 450;283;69;69
2;5;33;INSTITUTO BERTONI;ARISTOBULO DEL VALLE 350;284;70;70
2;5;33;ESCUELA EP N°18;H.YRIGOYEN 400;285;71;71
2;5;39;ESCUELA EP N°1/EPA N°701;28 N°1273;305;1;8
2;5;39;ESCUELA EDUC.ESPECIAL N°501;31 N°1632;305;74;75
2;5;39;INSTITUTO GENERAL ALVARADO;PASEO COSTANERO SUD S/N;305;9;14
2;5;39;ESCUELA EP N°4/ES N°4;RUTA 77 E/94 Y 96;305;15;20
2;5;39;COLEGIO PARROQUIAL SAN ANDRES;24 N°1520;305;21;26
2;5;39;COLEGIO PRESB.JUAN MARSIGLIO;28 ESQ 41;305;27;30
2;5;39;ESCUELA EDUC.ESPECIAL N°503;23 N°1954;305;31;33
2;5;39;ESCUELA EP N°17;52 N°202;305;34;39
2;5;39;ESCUELA ES N°1;44 N°1150;305;40;49
2;5;39;INS.S.EXUPERY/EP EL PRINCIPITO;38 N°330;305;50;57
2;5;39;ESCUELA EST N°1;PASEO LELOIR 907;305;58;63
2;5;39;INSTITUTO NTRA.SRA.DE LUJAN;25 N°1330;305;64;68
2;5;39;ESCUELA EP N°5/CEA N°703;RUIZ GUIÑAZU 1381;305;69;73
2;5;39;ESCUELA EP N°7;COLON 2450;306;76;84
2;5;39;ESCUELA EP N°8/ES N°3;AV. LIBERTAD S/N°;306;85;93
2;5;39;ESCUELA EP N°9/ESN N°2;6 N°369;307;94;98
2;5;39;ESCUELA EP N°2;27 Y 106 S/N;308;99;100
2;5;39;ESCUELA EP N°3;RUTA 88 KM 40;309;101;101
2;5;42;INSTITUTO O.MAGNASCO;J.LLANOS 849;320;1;11
2;5;42;ESCUELA EP N°1;16 N°327;320;12;22
2;5;42;ESCUELA EP N°9;PASO 511;320;23;30
2;5;42;ESCUELA ES N°1;AV.ESPAÑA 231;320;31;39
2;5;42;ESCUELA EP N°15/ES N°4;134 E/55 Y 57;320;40;44
2;5;42;ESCUELA EP N°15/ES N°4;134 E/55 Y 57;321;45;45
2;5;42;ESCUELA EP N°8;ACC.RUTA PROVINCIAL 29;322;46;46
2;5;42;ESCUELA EP N°4;LA CHUMBEADA;323;47;47
2;5;42;ESCUELA EP N°6/ES N°2;CAYETANA DATA DE GORCH 167;324;48;48
2;5;43;ESCUELA EP N°1;25 DE MAYO 251;326;3;5
2;5;43;ESCUELA ES N°1;AV.SAN MARTIN 107;326;1;2
2;5;43;ESCUELA EP N°5;SARMIENTO 350;327;6;8
2;5;43;ESCUELA EP N°4;RUTA 60 KM.29;328;9;9
2;5;46;ESCUELA ES N°1;SAN MARTIN 1175;338;3;5
2;5;46;CTRO.EDUC.COMPLEMENTARIO N°801;SAN JOSE S/N;338;6;8
