province;section;town;name;address;borough;startBoard;endBoard
2;4;2;ESCUELA EP N°1;BELGRANO 251;10;4;7
2;4;2;ESCUELA EP N°4;CASTELLI 129;10;8;12
2;4;2;ESCUELA EP N°14;VICTOR ALBIZZATTI 503;10;13;18
2;4;2;ESCUELA ES N°2;L.N.ALEM 179;10;19;22
2;4;2;CTRO.EDUC.COMPLEMENTARIO N°801;9 DE JULIO 181;10;1;3
2;4;2;ESCUELA EP N°15;JOSE HERNANDEZ Y GALLARDO S/N°;11;23;24
2;4;2;ESCUELA EP N°10;FRANCISCO PLA 39;12;25;25
2;4;2;ESCUELA EP N°23;POETA BARBIERI S/N°;13;26;26
2;4;2;ESCUELA EP N°21;RIVADAVIA 95;14;27;28
2;4;2;ESCUELA EP N°17;MORENO 53;15;29;29
2;4;14;ESCUELA ES N°2;BELGRANO 1200;136;8;11
2;4;14;ESCUELA ES N°4;PEDRO NUÑEZ 581;136;12;19
2;4;14;ESCUELA ES N°3;SANTA MARIA 507;136;20;25
2;4;14;ESCUELA EST N°1;CATAMARCA 2050;136;26;31
2;4;14;ESCUELA EP N°1;MITRE 179;136;32;38
2;4;14;ESCUELA EP N°4;MACAYA 577;136;39;45
2;4;14;ESCUELA EP N°5;ROSAS Y 12 DE OCTUBRE S/N;136;46;51
2;4;14;ESCUELA EP N°14;CONSTANTINO 715;136;52;57
2;4;14;ESCUELA EP N°7;ALEM Y SAAVEDRA S/N;136;58;67
2;4;14;ESCUELA EP N°10;ALICIA M. DE JUSTO 135;136;68;77
2;4;14;ESCUELA EP N°21;NECOCHEA 220;136;78;86
2;4;14;ESCUELA EP N°35/ES N°9;BAIGORRIA Y JUANA AZURDUY;136;87;88
2;4;14;INST.PRIV.BRAGADO-AGROTECNICO;B. ELIZONDO 2455;136;1;7
2;4;14;ESCUELA EP N°36;QUINTANA 1301;137;89;92
2;4;14;ESCUELA EP N°11;FALUCHO S/N;138;93;93
2;4;14;ESCUELA EP N°15;ECION.ASAMBLEA;139;94;94
2;4;14;ESCUELA EP N°13/ES N°5;J.BARALE E/AGUIRRE Y RODRIGUEZ;140;95;96
2;4;14;ESCUELA EP N°8;PEDRO MELINAO S/N;141;97;97
2;4;14;ESCUELA EP N°2;MANZANA 40-CUARTEL 8°;142;98;98
2;4;14;ESCUELA EP N°20;9 DE JULIO N°77;143;99;103
2;4;14;INST.COMERCIAL GRAL.O'BRIEN;JUAN DE GARAY 286;143;104;105
2;4;14;ESCUELA EP N°3/ES N°7;SANTA FE S/N;144;106;107
2;4;14;ESCUELA EP N°18;SAN MARTIN E/SAN JUAN Y SAN LUIS;145;108;109
2;4;19;ESCUELA ES N°3;C.BORJA Y AV.MAYA S/N;164;5;12
2;4;19;ESCUELA EP N°8/EEE N°1;AV.SAN MARTIN 286;164;13;16
2;4;19;ESCUELA EP N°1;SOLER 110;164;17;23
2;4;19;INSTITUTO JUAN XXIII;ALMIRANTE BROWN 12;164;24;28
2;4;19;ESCUELA EP N°2;ALTE.BROWN Y BALCARCE;164;29;35
2;4;19;ESCUELA EP N°9;GUIDO 167;164;36;38
2;4;19;ESCUELA EP N°17;MATACOS Y SANTA ROSA;164;39;42
2;4;19;ESCUELA EST N°1;CATAMARCA 186;164;43;48
2;4;19;ESCUELA ES N°7;9 D JULIO N°408;164;1;4
2;4;19;ESCUELA EP N°28/JI N°912;RTA.NAC.N°5 KM.302;164A;49;49
2;4;19;ESCUELA EP N°7/ES N°1 ANEXO;FORNERO Y SMITH S/N;165;50;51
2;4;19;ESCUELA EP N°6;S/C S/N;165A;52;52
2;4;19;ESCUELA EP N°25/ES N°1 ANEXO;SARMIENTO S/N;165B;53;54
2;4;19;ESCUELA EP N°11/ES N°6 ANEXO;PLANTA URBANA;166;55;55
2;4;19;ESCUELA EP N°13/ES N°6;SANTA FE Y ENTRE RIOS;166A;56;56
2;4;19;ESCUELA EP N°10;12 N°424;167;57;58
2;4;19;ESCUELA EP N°12/ES N°2010;GRAL MANUEL BELGRANO Y SARMIENTO;167A;59;59
2;4;20;INST.SUP.FORMAC.TECNICA N°150;ALEM 381;169;1;6
2;4;20;ESCUELA EP N°1;RIVADAVIA Y SAN MARTIN;169;11;15
2;4;20;ESCUELA ES N°1;FLORA 242;169;7;10
2;4;20;ESCUELA EP N°4;L. LUGONES 210;170;16;17
2;4;20;ESCUELA EP N°5/ES N°5;SANTA FE S/N°;171;18;19
2;4;20;ESCUELA EP N°5/ES N°5;SANTA FE S/N°;171A;20;20
2;4;20;ESCUELA EP N°2/ES N°2;SAN MARTIN 260;172;21;22
2;4;20;ESCUELA EP N°3;H.YRIGOYEN 567;173;23;28
2;4;20;COLEGIO SAN JOSE;AV. BALBIANI 288;173;29;31
2;4;29;MUNICIPALIDAD DE CHACABUCO;RECONQUISTA 26;189;1;10
2;4;29;ESCUELA EP N°10;LINIERS Y AZCUENAGA;189;11;15
2;4;29;ESCUELA ES N°3/EES N°4/EP N°49;ZAPIOLA 215;189;16;25
2;4;29;ESCUELA EP N°1;RECONQUISTA 8;189;90;99
2;4;29;ESCUELA EP N°3;TUCUMAN 198;189;37;42
2;4;29;ESCUELA EP N°4;CERVANTES 201;189;43;48
2;4;29;ESCUELA EP N°12/EEE N°1;ENTRE RIOS 198;189;49;55
2;4;29;ESCUELA EP N°14/ES N°1 ANEXO;12 DE FEBRERO 2;189;56;61
2;4;29;ESCUELA EP N°22;JUAN XXIII Y CALLAO;189;62;66
2;4;29;ESCUELA DE EDUC.CATOLICA(EP);SAAVEDRA 75;189;67;68
2;4;29;INSTITUTO DE EDUCAC.CATOLICA;AVELLANEDA 28;189;69;74
2;4;29;ESCUELA EDUC.ESPECIAL N°501;SAAVEDRA N°198;189;100;106
2;4;29;ESCUELA ES N°1;PUEYRREDON 68;189;75;84
2;4;29;ESCUELA EP N°49/ES N°4;MORENO 244;189;85;89
2;4;29;ESCUELA EST N°1;PUEYRREDON 121;189;26;36
2;4;29;ESCUELA EP N°5;SARMIENTO 224;190;107;110
2;4;29;ESCUELA EP N°7;GARAY 1200 B° CEMENTERIO;191;111;111
2;4;29;ESCUELA EP N°49/ES N°4;MORENO 244;192;112;112
2;4;29;ESCUELA EP N°20;RUTA 7 KM.205;193;113;113
2;4;29;ESCUELA EP N°20;RUTA 7 KM.205;194;114;114
2;4;29;ESCUELA EP N°28;RUTA 30 LA VICTORIA;195;115;115
2;4;29;ESCUELA EP N°28;RUTA 30 LA VICTORIA;196;116;116
2;4;29;ESCUELA EP N°6;RT.7 KM.179-ECION.SILVEYRA;196A;117;117
2;4;29;ESCUELA EP N°11;GENERAL URQUIZA Y MITRE S/N;197;118;123
2;4;29;ESCUELA EP N°13/ES N°2;5 E/8 Y 10;198;124;125
2;4;31;ESCUELA EP N°18;V.LOVEIRA 53;211;5;9
2;4;31;ESCUELA ES N°3;AV.C.CALDERON 25;211;10;18
2;4;31;ESCUELA ES N°5;AV.JOSE LEON SUAREZ 25;211;19;27
2;4;31;ESCUELA EP N°2/ES N°9;AV.JOSE LEON SUAREZ 380;211;102;105
2;4;31;ESCUELA EDUC.ESPECIAL N°502;MORENO 345;211;118;123
2;4;31;ESCUELA ES N°11/EPA N°701;SAAVEDRA 7;211;28;33
2;4;31;ESCUELA EP N°5;COLON 213;211;34;37
2;4;31;ESCUELA EP N°7;LEANDRO N.ALEM 172;211;40;46
2;4;31;ESCUELA EP N°30;MONTEAGUDO N°345;211;38;39
2;4;31;ESCUELA EP N°33/ES N°8;AV.22 DE OCTUBRE 365;211;47;55
2;4;31;ESCUELA INTEGRAL CATOLICA;SAN MARTIN 234;211;56;61
2;4;31;ESCUELA EP N°49;AV.MITRE 651;211;62;67
2;4;31;ESCUELA EP N°8;GRAL.PINTO 208;211;1;4
2;4;31;ESCUELA EP N°12/ES N°10;AV.MITRE 246;211;68;71
2;4;31;ESCUELA EPB N°6;GRAL PAZ 12;211;72;77
2;4;31;ESCUELA EP N°10;SIRIA 48;211;78;80
2;4;31;ESCUELA EST N°1;PELLEGRINI 338;211;81;88
2;4;31;ESCUELA EP N°11/ES N°7;MTRO.ARGENTINO 60;211;106;111
2;4;31;COLEGIO SANTA CECILIA;HUMBERTO I N°36;211;89;93
2;4;31;ESCUELA ES N°4;AV.DE TOMASSO 26;211;94;101
2;4;31;ESCUELA ES N°2;AV.DE TOMASSO 54;211;112;117
2;4;31;ESCUELA EP N°23;AV.DE TOMASSO 310;211;124;129
2;4;31;ESCUELA ES N°6;PASO N°1276;211;130;136
2;4;31;ESCUELA EP N°56;PIRAN 1520;211;137;144
2;4;31;CENTRO UNIV.CHIVILCOY;AV.CALIXTO CALDERON 424;211;145;153
2;4;31;ESCUELA EP N°25/JIRIMM N°404;ACCESO VALLERGA;212;154;154
2;4;31;ESCUELA EP N°25/JIRIMM N°404;ACCESO VALLERGA S/N;213;155;155
2;4;31;ESCUELA EP N°15/JIRIMM N°3;ESTACION P.HUERGO;214;156;156
2;4;31;ESCUELA EP N°15/JIRIMM N°3;ESTACION P.HUERGO;215;157;157
2;4;31;ESCUELA EP N°17;ECION.AYERZA;216;158;158
2;4;31;ESCUELA EP N°17;EMILIO AYERZA;217;159;159
2;4;31;ESCUELA EP N°19/ES N°9 ANEXO;LOS PINOS N°137;218;160;161
2;4;31;ESCUELA EP N°57;EL CEIBO N°70;219;162;162
2;4;31;ESCUELA EP N°57;EL CEIBO N°70;220;163;163
2;4;31;ESCUELA EP N°47;CUARTEL 10°;221;164;164
2;4;31;ESCUELA ES N°1;SAN LORENZO 260;222;168;171
2;4;31;ESCUELA EP N°27;9 DE JULIO 163;222;165;167
2;4;31;ESCUELA EP N°27;9 DE JULIO 163;223;172;172
2;4;31;ESCUELA EP N°14/ES N°6 ANEXO;SAN MARTIN S/N°;224;173;173
2;4;31;ESCUELA EP N°14/ES N°6 ANEXO;SAN MARTIN S/N°;225;174;174
2;4;31;ESCUELA EP N°26;CUARTEL 15°;226;175;175
2;4;127;ESCUELA EP N°1;9 N°609;361;1;4
2;4;127;ESCUELA ES N°1;AV.SAN MARTIN 388;361;5;9
2;4;127;ESCUELA EP N°3;22 N°179;361;10;13
2;4;127;ESCUELA EP N°4;DIEGO TETLEY 241;361;14;17
2;4;127;JARDIN DE INFANTES N°901;AV.SAN MARTIN 344;361;20;21
2;4;127;ESCUELA EDUC.ESPECIAL N°501;ACCESO 8 RUTA 188-B°FONAVI;361;18;19
2;4;127;ESCUELA EP N°6/ES N°4;PORVENIR S/N°;361A;22;22
2;4;127;ESCUELA EP N°2;SARMIENTO 63;362;23;24
2;4;41;ESCUELA EP N°1;9 DE JULIO N°14;314;6;11
2;4;41;INST.SECUNDARIO GRAL.ARENALES;J.ARIAS 213;314;12;14
2;4;41;ESCUELA MEDIA N°3;CASTELLI 149;314;1;5
2;4;41;ESCUELA EP N° 1;9 DE JULIO N°14;314A;15;15
2;4;41;ESCUELA EP N°2;JUJUY E/RIVADAVIA Y PASO;315;16;16
2;4;41;ESCUELA EP N°3;HERNANDEZ 39;316;17;22
2;4;41;ESCUELA ES N°2;BME.MITRE 46;316;23;26
2;4;41;COLEGIO NUESTRA SEÑORA;AV LIBERTAD 161;316;27;29
2;4;41;ESCUELA EP N°16;JUJUY S/N°;316A;30;30
