province;section;town;name;address;borough;startBoard;endBoard
2;3;61;ESCUELA EP N°164/ES N°86;AV CENTRAL E/300 Y 200;631A;1004;1014
2;3;61;ESCUELA EP N°168/ES N°61;AV.17 DE OCTUBRE N°2025;631A;1015;1029
2;3;61;ESCUELA EP N°150;EL TIMBO E/LA VIUDITA Y M.WALKO;631A;1030;1038
2;3;61;ESCUELA EP N°152/ES N°8 ANEXO;EL CEDRO 549;631A;1039;1048
2;3;61;ESCUELA EP N°171/ES N°69;AV. 17 DE OCTUBRE Y CALLE 1000;631A;1091;1104
2;3;61;ESCUELA EP N°151;EL AVELLANO 531;631A;1061;1068
2;3;61;ESCUELA ES N°8;SEC.4-MZ.25;631A;1069;1077
2;3;61;ESCUELA EP N°190;SILVIA TOLEDO 936;631A;1078;1084
2;3;61;ESCUELA EP N°177/ES N°58;EL RAULI N°788;631A;1085;1090
2;3;61;ESCUELA ES N°21;CASTILLA Y EL TIBURON;631A;1105;1115
2;3;61;ESCUELA EP N°186;600 Y LAS ORQUIDEAS S/N°;631A;1052;1060
2;3;61;ESCUELA EDUC.ESPECIAL N°508;AV.17 DE OCTUBRE Y CALLE 900 S/N;631A;1049;1051
2;3;61;ESCUELA EP N°173;TIBURON 300;631A;1116;1117
2;3;61;ESC. NORMAL SUP. ETCHEGARAY;EL LEÑATERO 1250;631B;1118;1127
2;3;61;ESCUELA EST N°11;AV.M.M.DE GUEMES N° 3860;631B;1128;1137
2;3;61;ESCUELA EP N°149;EL RUISEÑOR 3755;631B;1138;1141
2;3;61;ESCUELA EP N°85/ES N°188;RCA.DE PORTUGAL 3409;631C;1142;1151
2;3;61;ESCUELA EP N°34;PERIBEBUY 5758;631C;1162;1171
2;3;61;COLEG.ISIDRO CASANOVA(EP Y ES);ISLAS MALVINAS 3280;631C;1181;1186
2;3;61;ESCUELA EP N°169/ES N°104;ESPINOSA 4648;631C;1187;1192
2;3;61;INSTITUTO ISLAS MALVINAS;LA HAYA 3257;631C;1172;1180
2;3;61;ESCUELA EP N°22;CANADA 5622;631C;1152;1161
2;3;61;ESCUELA EP N°6;DESEADO 3774;631D;1193;1202
2;3;61;ESCUELA EP N°80/ES N°105;CENTENERA 4041;631D;1203;1212
2;3;61;ESCUELA EP N°118/ES N°79;J.I.RUCCI 4822;631D;1213;1224
2;3;61;ESCUELA EP N°113/ES N°120;PADRE L.GALLO 4590;631D;1234;1245
2;3;61;ESCUELA EP N°132;CANADA 4664;631D;1246;1256
2;3;61;INSTITUTO FUTUROS HORIZONTES;MONTAÑESES 3860;631D;1257;1262
2;3;61;INSTITUTO WILLIAMS C.MORRIS;THAMES 3840;631D;1263;1266
2;3;61;ESCUELA EP N°159/ES N°88;J.I.RUCCI 4450;631D;1225;1233
2;3;61;ESCUELA EP N°162/ES N°53;AVDA.CROVARA 4991;631D;1267;1277
2;3;61;INSTITUTO MODELO R.GUTIERREZ;MADARIAGA 3669;631D;1278;1281
2;3;61;ESCUELA EDUC.ESPECIAL N°511;GUATEMALA 4153;631D;1282;1287
2;3;61;ESCUELA EP N°115;LA RIOJA 115 E/DERQUI Y THAMES;631D;1288;1296
2;3;61;JARDIN DE INFANTES N°915;MADARIAGA 3617;631D;1297;1298
2;3;61;ESCUELA EP N°74;PILCOMAYO 1342;632;1299;1308
2;3;61;COLEGIO SAN JOSE;ANA MARIA JANER 1550;632;1309;1316
2;3;61;ESCUELA ES N°41;DEFENSA 1833;632;1317;1323
2;3;61;ESCUELA EP N°18;J.ALICO N°1070;632;1324;1329
2;3;61;ESCUELA EP N°155;NAZAR 494;632A;1330;1337
2;3;61;ESCUELA EP N°60/ES °83;SARANDI 5171;632A;1338;1350
2;3;61;ESCUELA EP N°87;ALBERTI 1808;632A;1351;1357
2;3;61;ESCUELA MOD.LEONARDO DA VINCI;ARIETA 5467;632A;1358;1363
2;3;61;ESCUELA EP N°38/ES N°118;INCLAN 1856;632B;1364;1371
2;3;61;JARDIN DE INFANTES N°950;INCLAN 1749;632B;1372;1373
2;3;61;ESCUELA EP N°2;HUMAITA 1394;633;1374;1384
2;3;61;ESCUELA EP N°39;DONOVAN 1417;633;1388;1395
2;3;61;ESC.ASOC.CRIST.DE JOVENES MATA;D.MILLAN 1079;633;1396;1403
2;3;61;INSTITUTO JUAN MANUEL DE ROSAS;EVITA 210;633;1479;1485
2;3;61;ESCUELA EP N°9/ES N°92;PEDERNERA 1301;633;1411;1420
2;3;61;ESCUELA EP N°49;BLANCO ENCALADA 942;633;1426;1432
2;3;61;INST. PARROQ. SAN JOSE OBRERO;BLANCO ENCALADA 843;633;1433;1439
2;3;61;COLEGIO HERMANOS AMEZOLA;OLAVARRIA 611;633;1440;1445
2;3;61;COLEGIO NTRA.SRA.DE LOURDES;CONSTITUYENTES 1287;633;1446;1456
2;3;61;ESCUELA EP N°13/ES N°38;TALCAHUANO 893;633;1457;1468
2;3;61;ESCUELA EP N°97/ES N°85;AVELINO DIAZ 500;633;1469;1478
2;3;61;ESCUELA EP N°137;OLAVARRIA 2465;633;1486;1495
2;3;61;ESCUELA EP N°138/ES N°117;AV.SAN MARTIN 7200;633;1496;1505
2;3;61;ESCUELA SAN CARLOS DE BORROMEO;OLAVARRIA 1875;633;1506;1511
2;3;61;ESCUELA EP N°139/ES N°157;UNANUE N°10;633;1512;1515
2;3;61;ESCUELA EP N°63;PASO DE LOS ANDES 571;633;1526;1531
2;3;61;INST. Y COLEG. SAN L. GONZAGA;TUYUTI 1335;633;1404;1410
2;3;61;INSTITUTO SAGRADO CORAZON;OLAVARRIA 2345;633;1516;1525
2;3;61;INSTITUTO NICOLAS REPETTO;AV.DONOVAN 1868;633;1532;1534
2;3;61;ESCUELA EST N°9;TEMPERLEY 945;633;1421;1425
