province;section;town;name;address;borough;startBoard;endBoard
2;8;63;COLEG.NAC.RAFAEL HERNANDEZ;1 Y 49;460;1;3
2;8;63;ESC.GRADUADA J.V.GONZALEZ UNLP;50 E/117 Y 118;460;4;6
2;8;63;ESCUELA SUP.DE FORMAC.EN SALUD;4 N° 962 PB;461;7;9
2;8;63;U.N.L.P (EX JOCKEY);48 N°582 E/6 Y 7;461;10;11
2;8;63;MINISTERIO DE LA PRODUCCION;51 N°774;462;12;13
2;8;63;COLEGIO SAN JOSE;11 N°972;462;14;17
2;8;63;COLEGIO SAGRADA FAMILIA (EP);15 N°961;463;18;19
2;8;63;COLEG.SAN MIGUEL DE GARICOITS;51 N°807 E/11 Y 12;463;20;21
2;8;63;ESCUELA NORMAL SUPERIOR N°1;51 N°975;464;22;28
2;8;63;ESCUELA EP N°10/ES N°70;16 E/47 Y 48;465;29;34
2;8;63;COLEGIO INMACULADA;45 N°818;466;35;37
2;8;63;COLEGIO DEL CENTENARIO;46 N°964;466;38;41
2;8;63;INSTITUTO SAN LUIS;44 N°720 E/9 Y 10;467;42;45
2;8;63;ESCUELA EP N°2;9 N°777;467;46;47
2;8;63;LICEO VICTOR MERCANTE;DIAGONAL 77 N°352 E/4 Y 5;468;51;54
2;8;63;COLEGIO MÑOR.F.J.RASORE;46 N°632;468;48;50
2;8;63;ESCUELA ES N°31(EX NAC.COMERC);46 N°386 E/2 Y 3;469;55;58
2;8;63;ESCUELA EST N°9;1 N°691 E/45 Y 46;469;59;61
2;8;63;INSTITUTO SAN VICENTE DE PAUL;115 N°566;471;62;67
2;8;63;COLEG.N.S.DE LA MISERICORDIA;4 N°588;472;68;71
2;8;63;ESCUELA EST N°7;42 N°678;473;78;82
2;8;63;COLEGIO LINCOLN;6 N°467 E/41 Y 42;473;72;77
2;8;63;JARDIN DE INFANTES LINCOLN;40 N°586;473;83;84
2;8;63;ESC. EP N°78/EEM N°29/ESB N°55;42 E/12 Y 13;474;85;89
2;8;63;INSTITUTO LEONARDO DA VINCI;44 N°1123 E/17 Y 18;474;90;99
2;8;63;ESCUELA EP N°102;7 Y 32;475;100;104
2;8;63;ESCUELA EST N°1;7 N°40 E/ 32 Y 33;475;105;111
2;8;63;ESCUELA EP N°120;17 N° 170 E/35 Y 36;475;118;126
2;8;63;ESCUELA EP N°33;8 E/38 Y 39;475;127;133
2;8;63;ESCUELA ES N°1;9 Y 38 N°696;475;134;143
2;8;63;COLEGIO VIRGEN DEL PILAR;33 N°1020 E/15 Y 16;475;112;117
2;8;63;ESCUELA BENITO LYNCH;35 N°969;475;144;146
2;8;63;ESCUELA EP N°5;PLAZA ALSINA N°85 E/37 Y 38;476;147;153
2;8;63;ESCUELA ES N°21;36 N°382 E/2 Y 3;476;154;155
2;8;63;ESCUELA EP N°7;36 N°41 E/120 Y 121;477;156;162
2;8;63;COLEGIO SAN ANTONIO;DIAGONAL 80 N°157;477;163;169
2;8;63;COLEGIO PASOS DEL LIBERTADOR;37 N°125;477;170;173
2;8;63;"JARDIN DE INF.""PASITO A PASO""";37 N°125 E/117 Y 118;477;174;176
2;8;63;ESCUELA ES N°34;8 Y 58 S/N;480;177;180
2;8;63;ESCUELA EP N°1/EP N°129;8 N°1201 Y 57;480;181;185
2;8;63;MINISTERIO DE EDUCACION;13 E/56 Y 57;481;186;188
2;8;63;UNIV.CATOLICA-FAC.DE DERECHO;57 E/13 Y 14;481;189;193
2;8;63;ISNTITUTO MARIA AUXILIADORA;54 N°896;481;194;195
2;8;63;ESCUELA EP N°8;DIAGONAL 74 E/57 Y 16;482;196;204
2;8;63;COLEGIO MÑOR.ALBERTI (EP);19 Y 63 N°1485;483;205;210
2;8;63;JARDIN DE INFANTES N°969;8 N°1243 E/57 Y 58;483;211;212
2;8;63;ESCUELA ES N°2;PLAZA MAXIMO PAZ 199;484;213;221
2;8;63;FACULTAD DE TRABAJO SOCIAL;10 E/62 Y 63;485;222;229
2;8;63;J.DE INF.NTRA.SRA.DE LA ROSA;13 N°1774;486;230;232
2;8;63;INST.SUP.FORMAC.DOCENTE N°17;67 N°828 E/11 Y 12;486;233;238
2;8;63;ESCUELA EP N°11/ES N°46;12 E/67 Y 68;487;239;245
2;8;63;ESCUELA EP N°58;71 Y 18 S/N;488;246;253
2;8;63;INSTITUTO DE ENSEÑANZA;68 N°970 E/14 Y 15;488;254;255
