province;section;town;name;address;borough;startBoard;endBoard
2;2;10;MUNICIPALIDAD;R.GUTIERREZ 730;117;1;4
2;2;10;ESCUELA EP N°1;ESPAÑA 743;117;5;10
2;2;10;ESCUELA ES N°2;URQUIZA 612;117;11;16
2;2;10;ESCUELA EST N°1/ES N°1;FRANCIA 601;117;17;25
2;2;10;ESCUELA EP N°5;JOSE QUIROGA S/N;117;31;35
2;2;10;ESCUELA EP N°7;LOPEZ Y PLANES 52;117;36;40
2;2;10;ESCUELA EP N°2;AV. BELGRANO Y PEREZ;117;41;45
2;2;10;ESCUELA EP N°18;URQUIZA 550;117;46;49
2;2;10;ESCUELA EP N°29;TUCUMAN 20;117;59;63
2;2;10;C.STA.TERESITA DEL NIÑO JESUS;RIVADAVIA 123;117;57;58
2;2;10;ESCUELA EP N°16;AVDA.INT.BLANCO 910;117;64;67
2;2;10;ESCUELA ES N°5/EP N°32;PARAGUAY N°1581;117;26;30
2;2;10;ESCUELA ESB N°3/ES N°7;INDEPENDENCIA Y LIBERTAD;117;50;56
2;2;10;ESCUELA EP N°24;RUTA PCIAL.51-PJE.EL CONTADOR;117A;68;68
2;2;10;ESCUELA EP N°14;RUTA 191 KM 50;117B;69;69
2;2;10;ESCUELA EP N°23;AV.SAN MARTIN 136;118;70;71
2;2;10;ESCUELA EP N°9;RUTA 8 KM.190;120;72;73
2;2;9;ESCUELA ES N°3;SANTA MARIA DE ORO 971;105;1;10
2;2;9;ESCUELA EP N°1/ES N°10;ANCHORENA 900 ESQ.RODRIGUEZ;105;11;18
2;2;9;ESCUELA EP N°3;ANCHORENA 1395;105;23;30
2;2;9;UNID.ACAD.ESC.NORM.SUP.SASTRE;ACEVEDO 664;105;31;38
2;2;9;ESCUELA EP N°7/ES N°9;MARMOL N°207;105;39;42
2;2;9;ESCUELA FRAY LUIS DE BOLAÑOS;THAMES 788;105;51;51
2;2;9;COLEGIO SAN JOSE;SAN MARTIN Y PASO;105;52;56
2;2;9;ESCUELA EST N°1;BULNES 844;105;57;66
2;2;9;ESCUELA EP N°16;RENE SIMON 1524;105;67;68
2;2;9;ESCUELA ES N°11/EP N°29;RICARDO ROJAS 190;105;43;50
2;2;9;ESCUELA EP N°17;E.ECHEVERRIA S/N°;105;19;22
2;2;9;ESCUELA EP N°4;STA.MARIA DE ORO 14;106;69;70
2;2;9;ESCUELA EP N°26/ES N°5;SAN MARTIN N°2898;107;71;77
2;2;9;ESCUELA EP N°26/ES N°5;SAN MARTIN N°2898;108;78;78
2;2;9;ESCUELA EP N°26/ES N°5;SAN MARTIN N°2898;109;79;79
2;2;9;ESCUELA EP N°10/ES N°9;H.ARIAS DE SAAVEDRA 420;110;80;81
2;2;9;ESCUELA EP N°22;OMBU S/N°-CUARTEL 8°;111;82;82
2;2;9;ESCUELA EP N°11;SARMIENTO 11;113;83;86
2;2;9;ESCUELA EP N°11;SARMIENTO 11;114;87;87
2;2;18;ESCUELA EP N°11;DOMINGO F.SARMIENTO 605;121;1;4
2;2;18;ESCUELA EP N°1;AV.PTE.JUAN D.PERON 690;121;5;10
2;2;18;ESCUELA EP N°5;ALSINA 312;121;11;15
2;2;18;ESCUELA EP N°4;SARMIENTO 1194;121;16;20
2;2;18;ESCUELA EST N°1;ITALIA 324;121;21;24
2;2;18;ESCUELA ES N°1;G.LUCOTTI 757;121;25;30
2;2;18;NUEVO COLEGIO INGLES;PADRE LACABE 299;121;31;35
2;2;18;ESCUELA EP N°2;SARMIENTO 187;122;36;36
2;2;21;ESCUELA EP N°1;SAN MARTIN 510;175;7;15
2;2;21;ESCUELA ES N°2;16 DE JULIO E/ESPIL Y PBRO.GONZALEZ;175;20;26
2;2;21;ESCUELA EP N°6;AV.MITRE 1047;175;27;34
2;2;21;ESCUELA ES N°1;J.J.PASSO 668;175;16;19
2;2;21;ESCUELA EP N°7;V.SARSFIELD Y LEDESMA;175;1;6
2;2;21;ESCUELA EP N°11;DEPRATI Y SPALLA;176;35;36
2;2;21;ESCUELA EP N°12;AMELIA ANDRADE S/N°;177;37;37
2;2;24;ESCUELA EP N°1/ES N°5;48 Y 18;230;12;17
2;2;24;ESCUELA EP N°2;22 N°793;230;18;23
2;2;24;ESCUELA EP N°4;50 E/12 Y 13;230;24;27
2;2;24;ESCUELA EP N°3;44 N°1140;230;28;36
2;2;24;ESCUELA ES N°2/EP N°22;42 E/12 Y 13 N°603;230;37;40
2;2;24;ESCUELA EST N°1;25 Y 42 N°1205;230;41;47
2;2;24;ESCUELA ES N°1;49 Y 12;230;1;2
2;2;24;INSTITUTO MONSEÑOR DE ANDREA;51 N°784;230;3;4
2;2;24;INSTITUTO MONSEÑOR DE ANDREA;51 N°784;230;55;59
2;2;24;INSTITUTO SANTA MARTA;17 E/ 48 Y 49;230;48;54
2;2;24;ESCUELA EP N°22/ES N°2;42 E/13 Y 14 N°603;230;5;11
2;2;24;ESCUELA EP N°13;SARASA;230A;60;60
2;2;24;ESCUELA EP N°12;4 E/14 Y 15;231;61;61
2;2;24;ESCUELA EP N°5/ES N°3 ANEXO;SARMIENTO Y MORENO S/N°;231A;62;62
2;2;37;ESCUELA EP N°1;RIVADAVIA 439;292;1;8
2;2;37;ESCUELA EP N°12;C.PELLEGRINI 633;292;9;17
2;2;37;INSTITUTO JOSE M.ESTRADA;MATEO S.CASCO 637;292;18;27
2;2;37;ESCUELA EP N°11;ESTRADA N°24;293;28;36
